Razao_Social;Cnpj;Mes;Ano;Barras;Descricao;Fabricante;Grupo;Total_custo;Quantidade;Valor_bruto;Valor_liquido;Valor_desconto
FARMACIA ANA TERRA LTDA;86384344000167;2;2013;7896422504492;DICLO MED SODICO 50MG 20CP;MEDLEY S/A INDUSTRIA FARMACEUTICA;DROGARIAS;62,37;7;86,24;74,03;12,21
FARMACIA ANA TERRA LTDA;86384344000167;3;2013;7896422504492;DICLO MED SODICO 50MG 20CP;MEDLEY S/A INDUSTRIA FARMACEUTICA;DROGARIAS;62,37;8;98,56;44,46;54,10
FARMACIA ANA TERRA LTDA;86384344000167;4;2013;7896422504492;DICLO MED SODICO 50MG 20CP;MEDLEY S/A INDUSTRIA FARMACEUTICA;DROGARIAS;109,72;13;164,01;65,48;98,53
FARMACIA ANA TERRA LTDA;86384344000167;5;2013;7896422504492;DICLO MED SODICO 50MG 20CP;MEDLEY S/A INDUSTRIA FARMACEUTICA;DROGARIAS;113,64;12;157,08;61,14;95,94
FARMACIA ANA TERRA LTDA;86384344000167;6;2013;7896422504492;DICLO MED SODICO 50MG 20CP;MEDLEY S/A INDUSTRIA FARMACEUTICA;DROGARIAS;132,58;15;196,35;75,92;120,43
FARMACIA ANA TERRA LTDA;86384344000167;7;2013;7896422504492;DICLO MED SODICO 50MG 20CP;MEDLEY S/A INDUSTRIA FARMACEUTICA;DROGARIAS;132,58;14;183,26;75,55;107,71
FARMACIA ANA TERRA LTDA;86384344000167;1;2013;7896422505390;PARACETAMOL MED 15ML;MEDLEY S/A INDUSTRIA FARMACEUTICA;DROGARIAS;26,60;4;35,36;32,21;3,15
FARMACIA ANA TERRA LTDA;86384344000167;2;2013;7896422505390;PARACETAMOL MED 15ML;MEDLEY S/A INDUSTRIA FARMACEUTICA;DROGARIAS;58,32;8;77,56;67,23;10,33
FARMACIA ANA TERRA LTDA;86384344000167;3;2013;7896422505390;PARACETAMOL MED 15ML;MEDLEY S/A INDUSTRIA FARMACEUTICA;DROGARIAS;47,58;6;63,30;53,81;9,49
FARMACIA ANA TERRA LTDA;86384344000167;4;2013;7896422505390;PARACETAMOL MED 15ML;MEDLEY S/A INDUSTRIA FARMACEUTICA;DROGARIAS;32,22;4;42,86;39,70;3,16
FARMACIA ANA TERRA LTDA;86384344000167;5;2013;7896422505390;PARACETAMOL MED 15ML;MEDLEY S/A INDUSTRIA FARMACEUTICA;DROGARIAS;25,29;3;33,63;28,04;5,59
FARMACIA ANA TERRA LTDA;86384344000167;6;2013;7896422505390;PARACETAMOL MED 15ML;MEDLEY S/A INDUSTRIA FARMACEUTICA;DROGARIAS;42,15;5;56,05;48,21;7,84
FARMACIA ANA TERRA LTDA;86384344000167;7;2013;7896422505390;PARACETAMOL MED 15ML;MEDLEY S/A INDUSTRIA FARMACEUTICA;DROGARIAS;92,73;11;123,31;109,30;14,01
FARMACIA ANA TERRA LTDA;86384344000167;5;2013;7896342415694;TIRA LEITE MERCUR MATERNO;GPZ;REVENDAS;11,29;1;17,00;17,00;0,00
FARMACIA ANA TERRA LTDA;86384344000167;1;2013;7896023701436;ELIXIR PAREGORICO 30ML;CATARINENSE;DROGARIAS;11,94;1;15,88;15,88;0,00
FARMACIA ANA TERRA LTDA;86384344000167;3;2013;7896023701436;ELIXIR PAREGORICO 30ML;CATARINENSE;DROGARIAS;11,94;1;15,88;15,88;0,00
FARMACIA ANA TERRA LTDA;86384344000167;6;2013;1212;ALCOOL 70% 1 LITRO;;REVENDAS;31,72;4;78,00;74,04;3,96
FARMACIA ANA TERRA LTDA;86384344000167;1;2013;7896094901322;KALLOPLAST LIQ 5ML;DORSAY INDUSTRIA FARMACEUTICA LTDA;DROGARIAS;45,84;6;60,96;58,25;2,71
FARMACIA ANA TERRA LTDA;86384344000167;7;2013;7896094901322;KALLOPLAST LIQ 5ML;DORSAY INDUSTRIA FARMACEUTICA LTDA;DROGARIAS;7,85;2;20,86;20,86;0,00
FARMACIA ANA TERRA LTDA;86384344000167;1;2013;7896004705071;PIROXICAM EMS 20MG 15CP;EMS;DROGARIAS;21,96;2;30,36;27,32;3,04
FARMACIA ANA TERRA LTDA;86384344000167;3;2013;7896004705071;PIROXICAM EMS 20MG 15CP;EMS;DROGARIAS;21,96;2;30,36;25,80;4,56
FARMACIA ANA TERRA LTDA;86384344000167;5;2013;7896004705071;PIROXICAM EMS 20MG 15CP;EMS;DROGARIAS;11,67;1;16,13;13,70;2,43
FARMACIA ANA TERRA LTDA;86384344000167;7;2013;7896004705071;PIROXICAM EMS 20MG 15CP;EMS;DROGARIAS;11,67;1;16,13;13,70;2,43
FARMACIA ANA TERRA LTDA;86384344000167;1;2013;7896641802782;VENALOT 60 CP;ALTANA;DROGARIAS;52,26;1;69,50;66,02;3,48
FARMACIA ANA TERRA LTDA;86384344000167;5;2013;7896641802782;VENALOT 60 CP;ALTANA;DROGARIAS;104,52;2;139,00;130,87;8,13
FARMACIA ANA TERRA LTDA;86384344000167;7;2013;7896641802782;VENALOT 60 CP;ALTANA;DROGARIAS;52,26;1;69,50;66,02;3,48
FARMACIA ANA TERRA LTDA;86384344000167;2;2013;7897930761834;SOAPEX 1% SAB LIQ 120ML;GALDERMA;REVENDAS;25,34;1;32,90;2,00;30,90
FARMACIA ANA TERRA LTDA;86384344000167;6;2013;7896422506618;PANTOPRAZOL MED 40MG 14CP;MEDLEY S/A INDUSTRIA FARMACEUTICA;DROGARIAS;34,54;1;47,75;32,00;15,75
FARMACIA ANA TERRA LTDA;86384344000167;7;2013;7896422506618;PANTOPRAZOL MED 40MG 14CP;MEDLEY S/A INDUSTRIA FARMACEUTICA;DROGARIAS;34,54;1;47,75;23,87;23,88
FARMACIA ANA TERRA LTDA;86384344000167;1;2013;7896181907626;VASOGARD 50MG 60CPR;BIOSINTETICA;DROGARIAS;34,12;2;47,16;37,66;9,50
FARMACIA ANA TERRA LTDA;86384344000167;5;2013;7896181907626;VASOGARD 50MG 60CPR;BIOSINTETICA;DROGARIAS;14,06;1;19,44;16,40;3,04
FARMACIA ANA TERRA LTDA;86384344000167;6;2013;7896714261072;PULMOFLUX 100ML;NEO QUIMICA;DROGARIAS;5,70;1;7,88;4,73;3,15
FARMACIA ANA TERRA LTDA;86384344000167;7;2013;7896714261072;PULMOFLUX 100ML;NEO QUIMICA;DROGARIAS;11,40;2;15,76;10,64;5,12
FARMACIA ANA TERRA LTDA;86384344000167;1;2013;770009;DORIL 6CP;HYPERMARCAS S/A;DROGARIAS;27,99;10;41,40;41,22;0,18
FARMACIA ANA TERRA LTDA;86384344000167;2;2013;770009;DORIL 6CP;HYPERMARCAS S/A;DROGARIAS;59,09;20;82,77;81,91;0,86
FARMACIA ANA TERRA LTDA;86384344000167;3;2013;770009;DORIL 6CP;HYPERMARCAS S/A;DROGARIAS;49,76;18;74,52;72,86;1,66
FARMACIA ANA TERRA LTDA;86384344000167;4;2013;770009;DORIL 6CP;HYPERMARCAS S/A;DROGARIAS;26,03;10;43,50;43,25;0,25
FARMACIA ANA TERRA LTDA;86384344000167;5;2013;770009;DORIL 6CP;HYPERMARCAS S/A;DROGARIAS;33,40;10;44,40;43,62;0,78
FARMACIA ANA TERRA LTDA;86384344000167;6;2013;770009;DORIL 6CP;HYPERMARCAS S/A;DROGARIAS;40,08;13;57,72;56,90;0,82
FARMACIA ANA TERRA LTDA;86384344000167;7;2013;770009;DORIL 6CP;HYPERMARCAS S/A;DROGARIAS;66,80;22;97,68;96,74;0,94
FARMACIA ANA TERRA LTDA;86384344000167;2;2013;7896658004124;NOVOCILIN 400MG 100ML;ACHE LABORATORIOS FARMACEUTICOS S/A;DROGARIAS;13,87;1;19,17;18,21;0,96
FARMACIA ANA TERRA LTDA;86384344000167;3;2013;7896658004124;NOVOCILIN 400MG 100ML;ACHE LABORATORIOS FARMACEUTICOS S/A;DROGARIAS;13,87;1;19,17;18,17;1,00
FARMACIA ANA TERRA LTDA;86384344000167;4;2013;7896658004124;NOVOCILIN 400MG 100ML;ACHE LABORATORIOS FARMACEUTICOS S/A;DROGARIAS;14,75;1;20,38;19,00;1,38
FARMACIA ANA TERRA LTDA;86384344000167;5;2013;7896658004124;NOVOCILIN 400MG 100ML;ACHE LABORATORIOS FARMACEUTICOS S/A;DROGARIAS;29,50;2;40,76;38,72;2,04
FARMACIA ANA TERRA LTDA;86384344000167;6;2013;7896658004124;NOVOCILIN 400MG 100ML;ACHE LABORATORIOS FARMACEUTICOS S/A;DROGARIAS;14,75;1;20,38;19,32;1,06
FARMACIA ANA TERRA LTDA;86384344000167;7;2013;7896658004124;NOVOCILIN 400MG 100ML;ACHE LABORATORIOS FARMACEUTICOS S/A;DROGARIAS;14,75;1;20,38;20,38;0,00
FARMACIA ANA TERRA LTDA;86384344000167;1;2013;7896422507943;METFORMINA MED 500MG 30CP *FP*;MEDLEY S/A INDUSTRIA FARMACEUTICA;DROGARIAS;12,00;12;46,80;46,80;0,00
FARMACIA ANA TERRA LTDA;86384344000167;2;2013;7896422507943;METFORMINA MED 500MG 30CP *FP*;MEDLEY S/A INDUSTRIA FARMACEUTICA;DROGARIAS;6,00;10;39,00;39,00;0,00
FARMACIA ANA TERRA LTDA;86384344000167;5;2013;7896422507943;METFORMINA MED 500MG 30CP *FP*;MEDLEY S/A INDUSTRIA FARMACEUTICA;DROGARIAS;10,84;4;20,35;20,34;0,01
FARMACIA ANA TERRA LTDA;86384344000167;6;2013;7896422507943;METFORMINA MED 500MG 30CP *FP*;MEDLEY S/A INDUSTRIA FARMACEUTICA;DROGARIAS;4,58;6;23,40;23,40;0,00
FARMACIA ANA TERRA LTDA;86384344000167;3;2013;7896658001031;NOTUSS 12 PASTILHA;ACHE LABORATORIOS FARMACEUTICOS S/A;DROGARIAS;9,25;1;12,29;12,29;0,00
FARMACIA ANA TERRA LTDA;86384344000167;1;2013;7896902201163;AGUA OXIG FARMAX 20VOL 100ML;FARMAX;REVENDAS;2,60;5;7,50;7,40;0,10
FARMACIA ANA TERRA LTDA;86384344000167;3;2013;7896902201163;AGUA OXIG FARMAX 20VOL 100ML;FARMAX;REVENDAS;1,30;2;3,00;3,00;0,00
FARMACIA ANA TERRA LTDA;86384344000167;4;2013;7896902201163;AGUA OXIG FARMAX 20VOL 100ML;FARMAX;REVENDAS;0,65;1;1,50;1,50;0,00
FARMACIA ANA TERRA LTDA;86384344000167;5;2013;7896902201163;AGUA OXIG FARMAX 20VOL 100ML;FARMAX;REVENDAS;2,60;4;6,00;5,99;0,01
FARMACIA ANA TERRA LTDA;86384344000167;6;2013;7896902201163;AGUA OXIG FARMAX 20VOL 100ML;FARMAX;REVENDAS;1,95;3;4,50;4,50;0,00
FARMACIA ANA TERRA LTDA;86384344000167;7;2013;7896902201163;AGUA OXIG FARMAX 20VOL 100ML;FARMAX;REVENDAS;3,90;6;9,00;8,99;0,01
FARMACIA ANA TERRA LTDA;86384344000167;1;2013;7896902204423;AGUA OXIG FARMAX 30VOL 100ML;FARMAX;REVENDAS;2,60;4;6,00;5,90;0,10
FARMACIA ANA TERRA LTDA;86384344000167;2;2013;7896902204423;AGUA OXIG FARMAX 30VOL 100ML;FARMAX;REVENDAS;1,95;3;4,50;4,50;0,00
FARMACIA ANA TERRA LTDA;86384344000167;3;2013;7896902204423;AGUA OXIG FARMAX 30VOL 100ML;FARMAX;REVENDAS;3,25;5;7,50;7,37;0,13
FARMACIA ANA TERRA LTDA;86384344000167;4;2013;7896902204423;AGUA OXIG FARMAX 30VOL 100ML;FARMAX;REVENDAS;1,30;2;3,00;3,00;0,00
FARMACIA ANA TERRA LTDA;86384344000167;5;2013;7896902204423;AGUA OXIG FARMAX 30VOL 100ML;FARMAX;REVENDAS;1,30;2;3,00;2,98;0,02
FARMACIA ANA TERRA LTDA;86384344000167;7;2013;7896902204423;AGUA OXIG FARMAX 30VOL 100ML;FARMAX;REVENDAS;1,95;3;4,50;4,50;0,00
FARMACIA ANA TERRA LTDA;86384344000167;1;2013;7896902204508;AGUA OXIG FARMAX 40VOL 100ML;FARMAX;REVENDAS;2,01;3;4,50;4,50;0,00
FARMACIA ANA TERRA LTDA;86384344000167;2;2013;7896902204508;AGUA OXIG FARMAX 40VOL 100ML;FARMAX;REVENDAS;3,35;5;7,50;7,50;0,00
FARMACIA ANA TERRA LTDA;86384344000167;3;2013;7896902204508;AGUA OXIG FARMAX 40VOL 100ML;FARMAX;REVENDAS;4,02;6;9,00;9,00;0,00
FARMACIA ANA TERRA LTDA;86384344000167;4;2013;7896902204508;AGUA OXIG FARMAX 40VOL 100ML;FARMAX;REVENDAS;1,34;2;3,00;3,00;0,00
FARMACIA ANA TERRA LTDA;86384344000167;5;2013;7896902204508;AGUA OXIG FARMAX 40VOL 100ML;FARMAX;REVENDAS;4,02;7;10,50;10,50;0,00
FARMACIA ANA TERRA LTDA;86384344000167;6;2013;7896902204508;AGUA OXIG FARMAX 40VOL 100ML;FARMAX;REVENDAS;0,67;1;1,50;1,50;0,00
FARMACIA ANA TERRA LTDA;86384344000167;7;2013;7896902204508;AGUA OXIG FARMAX 40VOL 100ML;FARMAX;REVENDAS;2,01;3;4,50;4,44;0,06
FARMACIA ANA TERRA LTDA;86384344000167;1;2013;7896658004001;FLAGASS 40MG 20CPR;ACHE LABORATORIOS FARMACEUTICOS S/A;DROGARIAS;9,72;2;26,88;25,53;1,35
FARMACIA ANA TERRA LTDA;86384344000167;2;2013;7896658004001;FLAGASS 40MG 20CPR;ACHE LABORATORIOS FARMACEUTICOS S/A;DROGARIAS;19,44;4;53,76;51,73;2,03
FARMACIA ANA TERRA LTDA;86384344000167;6;2013;7891800000672;ATADURA CREMER CYSNE 12CM;CREMER S.A;REVENDAS;2,58;2;7,00;6,99;0,01
FARMACIA ANA TERRA LTDA;86384344000167;7;2013;7891800000672;ATADURA CREMER CYSNE 12CM;CREMER S.A;REVENDAS;5,16;4;14,00;14,00;0,00
FARMACIA ANA TERRA LTDA;86384344000167;5;2013;7896112147640;AERODINI SPRAY 200 DOSES *FP*;TEUTO;DROGARIAS;19,99;1;20,00;14,00;6,00
FARMACIA ANA TERRA LTDA;86384344000167;6;2013;7896112147640;AERODINI SPRAY 200 DOSES *FP*;TEUTO;DROGARIAS;19,99;1;20,00;15,57;4,43
FARMACIA ANA TERRA LTDA;86384344000167;7;2013;7896112147640;AERODINI SPRAY 200 DOSES *FP*;TEUTO;DROGARIAS;39,98;2;40,00;40,00;0,00
FARMACIA ANA TERRA LTDA;86384344000167;1;2013;7896342452712;BOLSA AG QUE MERCUR M 1,4 LTS;MERCUR;REVENDAS;22,69;1;34,50;34,50;0,00
FARMACIA ANA TERRA LTDA;86384344000167;7;2013;7896342452712;BOLSA AG QUE MERCUR M 1,4 LTS;MERCUR;REVENDAS;32,14;1;44,90;34,30;10,60
FARMACIA ANA TERRA LTDA;86384344000167;3;2013;7896026302814;PHARMATON KIDDI  200ML;BOEHRINGER-OTC;DROGARIAS;22,25;1;29,59;28,11;1,48
FARMACIA ANA TERRA LTDA;86384344000167;5;2013;7896026302814;PHARMATON KIDDI  200ML;BOEHRINGER-OTC;DROGARIAS;22,25;1;29,59;28,11;1,48
FARMACIA ANA TERRA LTDA;86384344000167;2;2013;7896112142126;FENAFLAN GEL 60G;TEUTO;DROGARIAS;56,05;5;77,45;64,21;13,24
FARMACIA ANA TERRA LTDA;86384344000167;3;2013;3433422405295;TOLERIANE CR 40ML;LA ROCHE POSAY;REVENDAS;50,67;1;63,30;31,65;31,65
FARMACIA ANA TERRA LTDA;86384344000167;5;2013;7897076911001;GABAPENTINA RAN 300MG 30C;RANBAXY LABORATORIES LIMITED;DROGARIAS;102,88;2;142,22;107,32;34,90
FARMACIA ANA TERRA LTDA;86384344000167;1;2013;7896094200920;LIBIAM 2,5MG 28CP;LIBBS FARMACEUTICA LTDA;DROGARIAS;42,43;1;58,66;45,49;13,17
FARMACIA ANA TERRA LTDA;86384344000167;2;2013;7896094200920;LIBIAM 2,5MG 28CP;LIBBS FARMACEUTICA LTDA;DROGARIAS;84,86;2;117,32;90,95;26,37
FARMACIA ANA TERRA LTDA;86384344000167;3;2013;7896094200920;LIBIAM 2,5MG 28CP;LIBBS FARMACEUTICA LTDA;DROGARIAS;42,43;1;58,66;49,58;9,08
FARMACIA ANA TERRA LTDA;86384344000167;4;2013;7896094200920;LIBIAM 2,5MG 28CP;LIBBS FARMACEUTICA LTDA;DROGARIAS;42,43;1;58,66;49,58;9,08
FARMACIA ANA TERRA LTDA;86384344000167;5;2013;7896094200920;LIBIAM 2,5MG 28CP;LIBBS FARMACEUTICA LTDA;DROGARIAS;87,16;2;120,48;101,03;19,45
FARMACIA ANA TERRA LTDA;86384344000167;6;2013;7896094200920;LIBIAM 2,5MG 28CP;LIBBS FARMACEUTICA LTDA;DROGARIAS;43,58;1;60,24;50,10;10,14
FARMACIA ANA TERRA LTDA;86384344000167;7;2013;7896094200920;LIBIAM 2,5MG 28CP;LIBBS FARMACEUTICA LTDA;DROGARIAS;130,74;3;180,72;144,23;36,49
FARMACIA ANA TERRA LTDA;86384344000167;1;2013;7896523206868;DIAD 2CPR;CIMED INDUSTRIA DE MEDICAMENTOS LTDA;DROGARIAS;27,38;2;37,84;36,87;0,97
FARMACIA ANA TERRA LTDA;86384344000167;2;2013;7896523206868;DIAD 2CPR;CIMED INDUSTRIA DE MEDICAMENTOS LTDA;DROGARIAS;68,45;5;94,60;79,79;14,81
FARMACIA ANA TERRA LTDA;86384344000167;3;2013;7896523206868;DIAD 2CPR;CIMED INDUSTRIA DE MEDICAMENTOS LTDA;DROGARIAS;13,69;1;18,92;17,02;1,90
FARMACIA ANA TERRA LTDA;86384344000167;4;2013;7896523206868;DIAD 2CPR;CIMED INDUSTRIA DE MEDICAMENTOS LTDA;DROGARIAS;138,38;10;191,28;162,50;28,78
FARMACIA ANA TERRA LTDA;86384344000167;5;2013;7896523206868;DIAD 2CPR;CIMED INDUSTRIA DE MEDICAMENTOS LTDA;DROGARIAS;98,42;7;136,08;115,46;20,62
FARMACIA ANA TERRA LTDA;86384344000167;6;2013;7896523206868;DIAD 2CPR;CIMED INDUSTRIA DE MEDICAMENTOS LTDA;DROGARIAS;70,30;5;97,20;78,64;18,56
FARMACIA ANA TERRA LTDA;86384344000167;7;2013;7896523206868;DIAD 2CPR;CIMED INDUSTRIA DE MEDICAMENTOS LTDA;DROGARIAS;42,18;3;58,32;54,00;4,32
FARMACIA ANA TERRA LTDA;86384344000167;1;2013;7891058059149;PLASIL 10MG 20CPR;AVENTIS;DROGARIAS;20,00;4;26,60;26,12;0,48
FARMACIA ANA TERRA LTDA;86384344000167;2;2013;7891058059149;PLASIL 10MG 20CPR;AVENTIS;DROGARIAS;15,00;3;19,95;19,42;0,53
FARMACIA ANA TERRA LTDA;86384344000167;3;2013;7891058059149;PLASIL 10MG 20CPR;AVENTIS;DROGARIAS;10,00;2;13,30;12,96;0,34
FARMACIA ANA TERRA LTDA;86384344000167;4;2013;7891058059149;PLASIL 10MG 20CPR;AVENTIS;DROGARIAS;10,32;2;13,73;13,33;0,40
FARMACIA ANA TERRA LTDA;86384344000167;5;2013;7891058059149;PLASIL 10MG 20CPR;AVENTIS;DROGARIAS;10,64;2;14,16;13,78;0,38
FARMACIA ANA TERRA LTDA;86384344000167;7;2013;7891058059149;PLASIL 10MG 20CPR;AVENTIS;DROGARIAS;5,32;1;7,08;6,73;0,35
FARMACIA ANA TERRA LTDA;86384344000167;1;2013;7896663300600;APIDOL SPRAY KIDS T-FRUT 30ML;SOCIEDADE DO MEL COMERCIO E REPRESENTACAO LTDA-ME;REVENDAS;5,75;1;8,70;8,52;0,18
FARMACIA ANA TERRA LTDA;86384344000167;4;2013;7896663300600;APIDOL SPRAY KIDS T-FRUT 30ML;SOCIEDADE DO MEL COMERCIO E REPRESENTACAO LTDA-ME;REVENDAS;17,25;3;26,10;26,10;0,00
FARMACIA ANA TERRA LTDA;86384344000167;6;2013;7896663300600;APIDOL SPRAY KIDS T-FRUT 30ML;SOCIEDADE DO MEL COMERCIO E REPRESENTACAO LTDA-ME;REVENDAS;17,25;3;26,10;25,64;0,46
FARMACIA ANA TERRA LTDA;86384344000167;7;2013;7896663300600;APIDOL SPRAY KIDS T-FRUT 30ML;SOCIEDADE DO MEL COMERCIO E REPRESENTACAO LTDA-ME;REVENDAS;17,25;3;26,10;26,10;0,00
FARMACIA ANA TERRA LTDA;86384344000167;2;2013;7891106006460;SARIDON 20CP;BAYER DO BRASIL S/A;DROGARIAS;9,44;1;12,55;10,35;2,20
FARMACIA ANA TERRA LTDA;86384344000167;5;2013;7891106006460;SARIDON 20CP;BAYER DO BRASIL S/A;DROGARIAS;10,62;1;14,12;14,00;0,12
FARMACIA ANA TERRA LTDA;86384344000167;3;2013;7896212409457;TYLENOL CRIANCA 60ML;JANSSEN FARMACEUTICA LTDA;DROGARIAS;10,40;1;13,82;2,75;11,07
FARMACIA ANA TERRA LTDA;86384344000167;4;2013;7896212409457;TYLENOL CRIANCA 60ML;JANSSEN FARMACEUTICA LTDA;DROGARIAS;10,77;1;14,32;13,60;0,72
FARMACIA ANA TERRA LTDA;86384344000167;5;2013;7896212409457;TYLENOL CRIANCA 60ML;JANSSEN FARMACEUTICA LTDA;DROGARIAS;21,54;2;28,64;27,89;0,75
FARMACIA ANA TERRA LTDA;86384344000167;1;2013;7891058016128;TOPLEXIL XPE PED 100ML;AVENTIS;DROGARIAS;9,86;1;13,11;13,05;0,06
FARMACIA ANA TERRA LTDA;86384344000167;2;2013;7896092000010;DES DAP S/ PERF CR  55G;MEDIAN;REVENDAS;24,15;5;32,50;30,89;1,61
FARMACIA ANA TERRA LTDA;86384344000167;3;2013;7896092000010;DES DAP S/ PERF CR  55G;MEDIAN;REVENDAS;16,74;3;25,50;21,50;4,00
FARMACIA ANA TERRA LTDA;86384344000167;4;2013;7896092000010;DES DAP S/ PERF CR  55G;MEDIAN;REVENDAS;5,58;1;8,50;8,50;0,00
FARMACIA ANA TERRA LTDA;86384344000167;5;2013;7896092000010;DES DAP S/ PERF CR  55G;MEDIAN;REVENDAS;5,58;1;8,50;8,50;0,00
FARMACIA ANA TERRA LTDA;86384344000167;7;2013;7896092000010;DES DAP S/ PERF CR  55G;MEDIAN;REVENDAS;5,58;1;8,50;8,50;0,00
FARMACIA ANA TERRA LTDA;86384344000167;1;2013;7896206402884;SEROQUEL 25MG 14CP;BIOSINTETICA;DROGARIAS;31,32;1;43,30;41,13;2,17
FARMACIA ANA TERRA LTDA;86384344000167;3;2013;7896070601451;SECNIDAL 1000MG 4CPR;AVENTIS;DROGARIAS;34,57;1;45,98;41,38;4,60
FARMACIA ANA TERRA LTDA;86384344000167;1;2013;7896422506229;DIPIRONA MED 10ML;MEDLEY S/A INDUSTRIA FARMACEUTICA;DROGARIAS;98,01;27;130,41;123,81;6,60
FARMACIA ANA TERRA LTDA;86384344000167;2;2013;7896422506229;DIPIRONA MED 10ML;MEDLEY S/A INDUSTRIA FARMACEUTICA;DROGARIAS;68,71;19;101,07;93,27;7,80
FARMACIA ANA TERRA LTDA;86384344000167;3;2013;7896422506229;DIPIRONA MED 10ML;MEDLEY S/A INDUSTRIA FARMACEUTICA;DROGARIAS;69,28;34;195,84;113,34;82,50
FARMACIA ANA TERRA LTDA;86384344000167;4;2013;7896422506229;DIPIRONA MED 10ML;MEDLEY S/A INDUSTRIA FARMACEUTICA;DROGARIAS;12,99;5;28,80;18,50;10,30
FARMACIA ANA TERRA LTDA;86384344000167;5;2013;7896422506229;DIPIRONA MED 10ML;MEDLEY S/A INDUSTRIA FARMACEUTICA;DROGARIAS;13,83;7;42,91;23,73;19,18
FARMACIA ANA TERRA LTDA;86384344000167;6;2013;7896422506229;DIPIRONA MED 10ML;MEDLEY S/A INDUSTRIA FARMACEUTICA;DROGARIAS;87,59;25;153,37;120,04;33,33
FARMACIA ANA TERRA LTDA;86384344000167;7;2013;7896422506229;DIPIRONA MED 10ML;MEDLEY S/A INDUSTRIA FARMACEUTICA;DROGARIAS;59,93;21;128,94;87,69;41,25
FARMACIA ANA TERRA LTDA;86384344000167;1;2013;7896094201422;CEBRALAT 50MG 30CP;LIBBS FARMACEUTICA LTDA;DROGARIAS;28,34;2;39,18;31,28;7,90
FARMACIA ANA TERRA LTDA;86384344000167;2;2013;7896094201422;CEBRALAT 50MG 30CP;LIBBS FARMACEUTICA LTDA;DROGARIAS;14,17;1;19,59;15,64;3,95
FARMACIA ANA TERRA LTDA;86384344000167;5;2013;7896094201422;CEBRALAT 50MG 30CP;LIBBS FARMACEUTICA LTDA;DROGARIAS;15,06;1;20,82;17,32;3,50
FARMACIA ANA TERRA LTDA;86384344000167;1;2013;7896422506236;DIPIRONA MED 20ML;MEDLEY S/A INDUSTRIA FARMACEUTICA;DROGARIAS;184,24;28;245,00;225,49;19,51
FARMACIA ANA TERRA LTDA;86384344000167;2;2013;7896422506236;DIPIRONA MED 20ML;MEDLEY S/A INDUSTRIA FARMACEUTICA;DROGARIAS;112,56;16;160,16;141,35;18,81
FARMACIA ANA TERRA LTDA;86384344000167;3;2013;7896422506236;DIPIRONA MED 20ML;MEDLEY S/A INDUSTRIA FARMACEUTICA;DROGARIAS;101,92;13;135,59;117,80;17,79
FARMACIA ANA TERRA LTDA;86384344000167;4;2013;7896422506236;DIPIRONA MED 20ML;MEDLEY S/A INDUSTRIA FARMACEUTICA;DROGARIAS;103,42;13;137,57;124,71;12,86
FARMACIA ANA TERRA LTDA;86384344000167;5;2013;7896422506236;DIPIRONA MED 20ML;MEDLEY S/A INDUSTRIA FARMACEUTICA;DROGARIAS;125,10;15;166,35;150,51;15,84
FARMACIA ANA TERRA LTDA;86384344000167;6;2013;7896422506236;DIPIRONA MED 20ML;MEDLEY S/A INDUSTRIA FARMACEUTICA;DROGARIAS;175,14;22;243,98;211,90;32,08
FARMACIA ANA TERRA LTDA;86384344000167;7;2013;7896422506236;DIPIRONA MED 20ML;MEDLEY S/A INDUSTRIA FARMACEUTICA;DROGARIAS;133,44;17;188,53;165,16;23,37
FARMACIA ANA TERRA LTDA;86384344000167;1;2013;7897129300714;THERACNE SAB GEL ESFOL 80GR;THERASKIN;REVENDAS;70,97;2;88,00;87,95;0,05
FARMACIA ANA TERRA LTDA;86384344000167;1;2013;7896181906322;LORATADINA BIO 10M 12CP;BIOSINTETICA;DROGARIAS;185,24;11;246,40;209,99;36,41
FARMACIA ANA TERRA LTDA;86384344000167;2;2013;7896181906322;LORATADINA BIO 10M 12CP;BIOSINTETICA;DROGARIAS;202,08;12;268,80;224,65;44,15
FARMACIA ANA TERRA LTDA;86384344000167;3;2013;7896181906322;LORATADINA BIO 10M 12CP;BIOSINTETICA;DROGARIAS;252,60;15;336,00;285,87;50,13
FARMACIA ANA TERRA LTDA;86384344000167;4;2013;7896181906322;LORATADINA BIO 10M 12CP;BIOSINTETICA;DROGARIAS;210,56;12;280,08;242,15;37,93
FARMACIA ANA TERRA LTDA;86384344000167;5;2013;7896181906322;LORATADINA BIO 10M 12CP;BIOSINTETICA;DROGARIAS;250,60;14;333,34;282,07;51,27
FARMACIA ANA TERRA LTDA;86384344000167;6;2013;7896181906322;LORATADINA BIO 10M 12CP;BIOSINTETICA;DROGARIAS;214,80;12;285,72;249,31;36,41
FARMACIA ANA TERRA LTDA;86384344000167;7;2013;7896181906322;LORATADINA BIO 10M 12CP;BIOSINTETICA;DROGARIAS;393,80;23;547,63;469,55;78,08
FARMACIA ANA TERRA LTDA;86384344000167;6;2013;7893300522135;SPRAY KARIN NORMAL 400ML;NEUTROX;REVENDAS;12,74;1;17,90;17,90;0,00
FARMACIA ANA TERRA LTDA;86384344000167;7;2013;7898085942031;CR AVEIA DAVENE INTENSA 50G;DAVENE;REVENDAS;4,52;1;9,90;9,90;0,00
