Razao Social;Cnpj;Mes;Ano;Barras;Descricao;Fabricante;Grupo;Total custo;Quantidade;Valor bruto;Valor liquido;Valor desconto
MR WK FCIA LTDA ME;15786984000155;7;2013;7891010702229;E/D J&J REACH PROF EXT LIM LIN;;PERFUMARIA;4,09;1;5,78;5,78;0
MR WK FCIA LTDA ME;15786984000155;7;2013;78914797;NASORUB 9G;;SIMILARES;1,25;2;9,84;5,41;4,43
MR WK FCIA LTDA ME;15786984000155;7;2013;7891000038987;CHOC NESTLE CLASSIC DUO 170G;;CONVENIENCIAS;3,33;7;34,93;34,93;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7891000379103;NESCAU PRONTO 200ML;;COCA COLA;1,2;4;7,2;7,2;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7898422746162;SH CLEAR NUTRI SOLUTION 200ML;;PERFUMARIA;7,22;1;10,3;8,25;2,05
MR WK FCIA LTDA ME;15786984000155;7;2013;7898422746193;SH CLEAR QUEDA DEFENSE 200ML;;PERFUMARIA;7,22;2;20,6;16,5;4,1
MR WK FCIA LTDA ME;15786984000155;7;2013;7897655402036;GYNBEN CR VAGINAL 35G;UCI FARMA;ETICOS;33,72;1;44,86;37,23;7,63
MR WK FCIA LTDA ME;15786984000155;7;2013;7895800309780;TRIDENT MELANCIA;;CONVENIENCIAS;1;1;1,5;1,5;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7896181913306;BROMOPRIDA 4MG/ML C/20ML;BIOSINTETICA;GENERICOS;8,85;1;11,77;6,47;5,3
MR WK FCIA LTDA ME;15786984000155;7;2013;7891010780197;ABS S/LIVRE TEEN AG/NAT AB C/8;;PERFUMARIA;2,13;2;6,4;6,14;0,26
MR WK FCIA LTDA ME;15786984000155;7;2013;7894900061512;SPRITE 2 LITROS;;CONVENIENCIAS;2,72;3;10,5;10,5;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7896902204508;AGUA OXIGENADA C/ GLICERINA 40;;PERFUMARIA;0,77;3;3,48;3,48;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7896770902018;LENCO UM DRY BABY POT C/75;;PERFUMARIA;1,65;2;4,78;4,78;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7896902201590;AGUA OXIGENADA VOL10 100ML;FARMAX;OUTROS;0,71;6;7,2;7,2;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7896181909279;CLO9R AMBROXOL ADULTO 120ML;BIOSINTETICA;GENERICOS;11,07;6;88,38;48,61;39,77
MR WK FCIA LTDA ME;15786984000155;7;2013;7896181909460;CLOR AMBROXOL PEDIATRICO 120ML;BIOSINTETICA;GENERICOS;6,88;2;18,32;10,08;8,24
MR WK FCIA LTDA ME;15786984000155;7;2013;7896658008023;DIGEPLUS 30 CAPSULAS GEL;;ETICOS;22,16;1;29,47;24,46;5,01
MR WK FCIA LTDA ME;15786984000155;7;2013;7896181911722;TOBRAMICINA+DEXAM 0,3 BIOS;BIOSINTETICA;GENERICOS;11,44;2;31,62;17,39;14,23
MR WK FCIA LTDA ME;15786984000155;7;2013;7896472502776;BUPROVIL 600MG C/30 CPR;MULTILAB;SIMILARES;7,03;5;96,7;53,18;43,52
MR WK FCIA LTDA ME;15786984000155;7;2013;7896714218700;NAPRONAX 550 MG C/10 CPR N.Q;NEO QUIMICA;SIMILARES;13,18;2;35,08;19,29;15,79
MR WK FCIA LTDA ME;15786984000155;7;2013;7896018700307;SH INF T MONICA SUAVE 200ML;;PERFUMARIA;4,11;1;6,37;6,37;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7896181913061;SINVASTATINA 20 MG C/ 30 CPR B;BIOSINTETICA;GENERICOS;38,44;2;106,28;39,82;66,46
MR WK FCIA LTDA ME;15786984000155;7;2013;7896523208282;ACNEZIL GEL 20 GR;CIMED;SIMILARES;12,21;1;16,24;8,93;7,31
MR WK FCIA LTDA ME;15786984000155;7;2013;7891010043469;ESC DENT J&J ULTRA CLEAN MACIA;;PERFUMARIA;2,41;3;10,2;10,2;0
MR WK FCIA LTDA ME;15786984000155;7;2013;70330717510;AP BARB BIC COMFORT C/2 NORMAL;;PERFUMARIA;4,5;3;19,17;16,17;3
MR WK FCIA LTDA ME;15786984000155;7;2013;70330717527;AP BARB BIC COMFORT C/2 SENS;;PERFUMARIA;4,5;9;57,51;48,51;9
MR WK FCIA LTDA ME;15786984000155;7;2013;7622300732981;CHOC DIAMANTE NEGRO 25GR;;CONVENIENCIAS;1,5;17;34,51;34,51;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7896019355216;CHOC SHOT 25 GR   -LACTA;;CONVENIENCIAS;0,71;34;34;34;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7896181911517;ACIDO MEFENAMICO 500MG C/24 CP;BIOSINTETICA;GENERICOS;9,43;2;26,08;14,34;11,74
MR WK FCIA LTDA ME;15786984000155;7;2013;7891000919705;BISC LEITE E MEL 200G NESTLE;;NESTLE;1,33;1;1,99;1,99;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7891075081093;MINI CHICABON 135ML;;SORVETES;4,82;13;84,5;84,5;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7897230301266;BRONZ ANASOL KIDS FPS50 125ML;;PROT SOLAR ANASOL;25,38;3;107,7;104,11;3,59
MR WK FCIA LTDA ME;15786984000155;7;2013;7898341430258;SUCO MAIS SABOR PESSEGO 335ML;;CONVENIENCIAS;1,97;5;15;15;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7898341430852;SUCO MAIS SABOR MARACUJA335ML;;CONVENIENCIAS;1,48;4;10;10;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7896116860958;YAZ C/24CPR;SCHERING;ETICOS;40,78;1;56,37;45,1;11,27
MR WK FCIA LTDA ME;15786984000155;7;2013;7894900701517;COCA COLA ZERO 2 LTS;;CONVENIENCIAS;3,05;4;16;16;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7891000049242;PAPINHA NEST GALINHA/LEG 170G;;CONVENIENCIAS;3,65;3;16,44;16,44;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7896018700659;LC UMED HUGGIES CLASSIC C/48;;PERFUMARIA;5,79;66;527,34;353,34;174
MR WK FCIA LTDA ME;15786984000155;7;2013;7891075043251;SORVETE CHICABONZINHO 32ML;;SORVETES;0,74;23;23;23;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7898341430272;SUCO MAIS SABOR GOIABA 335ML;;COCA COLA;2,14;2;6,02;6,02;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7896202500454;ESTOMANOL 5G;;SIMILARES;1,03;9;13,5;7,42;6,08
MR WK FCIA LTDA ME;15786984000155;7;2013;7891142115492;ALIVIUM 100MG/ML 20ML;MANTECORP;ETICOS;15,13;2;40,26;33,42;6,84
MR WK FCIA LTDA ME;15786984000155;7;2013;7501001276850;HIPOGLOS 135G;;ETICOS;15,6;1;20,75;15,99;4,76
MR WK FCIA LTDA ME;15786984000155;7;2013;7896015518479;SAL DE FRUTA LIMAO 5G C/2;;ETICOS;0,95;1;1,26;1,05;0,21
MR WK FCIA LTDA ME;15786984000155;7;2013;7891010690397;SAB J&J OLEOSW ESSENCIAIS HERB;;PERFUMARIA;0,85;9;10,8;8,91;1,89
MR WK FCIA LTDA ME;15786984000155;7;2013;7891010691448;SAB J&J OLEO DE AMENDOAS 90G;;HIGIENE PESSOAL;0,8;1;1,2;0,99;0,21
MR WK FCIA LTDA ME;15786984000155;7;2013;78913547;BOM BOM SONHO DE VALSA;;CONVENIENCIAS;0,44;74;44,4;44,4;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7896007541867;ABS INTIMUS INTERNO MEDIO;;PERFUMARIA;3,33;2;10;10;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7898422746759;SAB DOVE CREMOSO 90G;;HIGIENE PESSOAL;1,39;31;61,07;46,19;14,88
MR WK FCIA LTDA ME;15786984000155;7;2013;7898422746827;SAB DOVE EXFOLIACAO DIARIA;;HIGIENE PESSOAL;1,39;1;1,95;1,49;0,46
MR WK FCIA LTDA ME;15786984000155;7;2013;7896007200405;PRES BLOWTEX HOT C/ 3 UN;;PERFUMARIA;2,18;1;3,96;3,96;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7898315340125;JULEON LIXA ANATOMICA CRISTAL;;PERFUMARIA;2,26;2;6,38;6,38;0
MR WK FCIA LTDA ME;15786984000155;7;2013;78909830;AGULHA BD 0,70X30;;LIBERADOS;0,2;8;7,2;7,2;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7896714205182;CLOR DE PROPANOLOL 40MG C/30CP;NEO QUIMICA;GENERICOS;3,39;1;4,68;2,57;2,11
MR WK FCIA LTDA ME;15786984000155;7;2013;7898341430838;SUCO MAIS UVA 335 ML;;CONVENIENCIAS;1,97;6;18;18;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7898924640098;DISCOS DE ALGODAO BELLA COTTON;;PERFUMARIA;1,73;5;13;13;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7896279103787;OLEO DE AMEND C/ COLAG MURIEL;;PERFUMARIA;4,9;2;14,7;14,7;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7896094202900;ELANI CICLO C/21 CPR;LIBBS;ETICOS;25,39;1;35,1;29,2;5,9
MR WK FCIA LTDA ME;15786984000155;7;2013;7891000049020;PAPINHA NESTLE 120 GR;;CONVENIENCIAS;2,66;1;3,76;3,76;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7891000049105;PAPINHA NESTLE FRUTAS SORTIDAS;;CONVENIENCIAS;2,66;1;3,76;3,76;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7896235321545;GEL FIXADOR SUMMER LOOK 220G;;PERFUMARIA;1,63;1;2,45;1,99;0,46
MR WK FCIA LTDA ME;15786984000155;7;2013;25942;DIPIMED 500 MG C/ 4;;SIMILARES;0,34;2;2,5;1,38;1,12
MR WK FCIA LTDA ME;15786984000155;7;2013;7896261008939;CATAFLAN EMUGEL 30 GR;;ETICOS;6,89;1;9,17;7,61;1,56
MR WK FCIA LTDA ME;15786984000155;7;2013;7891000016640;FARINHA LACTEA SACHET 230 GR;;NESTLE;3,26;1;4,25;4,25;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7898906047822;TOUCA PARA BANHO LUXO;;PERFUMARIA;0,66;3;4,95;4,95;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7898315340163;PALITO DE LARANJEIRA DE MADEIR;;PERFUMARIA;0,5;2;1;1;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7794728001113;CERA DEPIMIEL PTE 110GRS;;PERFUMARIA;4;2;12;12;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7794728012546;DEPIMEL FOLHA PRONTA CORPO 16U;;PERFUMARIA;8,95;1;13,24;13,24;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7898422746803;SAB DOVE HIDRT FRESCA;;HIGIENE PESSOAL;1,39;1;1,95;1,49;0,46
MR WK FCIA LTDA ME;15786984000155;7;2013;7791293995755;DES AXE DARK TEMPT AERO 113G;;PERFUMARIA;6,9;1;10,35;6,99;3,36
MR WK FCIA LTDA ME;15786984000155;7;2013;26324;ASPIRINA 500MG C/10;;ETICOS;3,42;5;22,8;18,92;3,88
MR WK FCIA LTDA ME;15786984000155;7;2013;6913286015627;LAPIS DE OLHO P&W MARRON;;OUTROS;1;1;2,5;2,5;0
MR WK FCIA LTDA ME;15786984000155;7;2013;70330770126;CR BARBA BIC FOR MEN SENSITIVE;;PERFUMARIA;2,59;1;4;4;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7896018700918;COTONETES TURMA DA MONICA C/75;;PERFUMARIA;1,3;2;3,9;3,9;0
MR WK FCIA LTDA ME;15786984000155;7;2013;78913769;BOM BOM OURO BRANCO;;CONVENIENCIAS;0,35;17;10,2;10,2;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7896181909347;CLORIDRATO DE PAROXETINA 20MG;BIOSINTETICA;GENERICOS;63,98;2;176,86;97,27;79,59
MR WK FCIA LTDA ME;15786984000155;7;2013;7896523208985;BABYMED MENINA 49G;;SIMILARES;4,35;2;11,98;6,59;5,39
MR WK FCIA LTDA ME;15786984000155;7;2013;7892840225711;SALG SENSACAO FGO GRELHADO 45G;;ELMA CHIPS;2,04;4;11;11;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7622300172251;CHOC LACTA AO LEITE 25G;;CONVENIENCIAS;0,71;12;12;12;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7896902203297;BICARBONATO DE SODIO 80 GR FAR;;VAREJINHO;0,96;1;1,5;1,5;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7891098000637;CHA MATTE LEAO LIMAO 300ML....;;CONVENIENCIAS;1,12;6;12;12;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7896181914006;IBUPROFENO 50MG/ML 30ML;BIOSINTETICA;GENERICOS;7,05;1;9,38;4,99;4,39
MR WK FCIA LTDA ME;15786984000155;7;2013;7891010808037;ABS S LIVRE ESPECIAL SECA C/AB;;PERFUMARIA;1,61;1;2,29;2,29;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7891010808020;ABS S LIVRE ESPECIAL S/ABAS;;PERFUMARIA;1,41;3;5,97;5,97;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7896009164415;AROMA COND CHOQ QUERATINA 300M;;GRUPO 33;2,82;1;3,99;3,99;0
MR WK FCIA LTDA ME;15786984000155;7;2013;78923409;DES REXONA ROLL ON ACTIVE 50ML;;PERFUMARIA;4,84;2;13,74;13,74;0
MR WK FCIA LTDA ME;15786984000155;7;2013;4005808257720;DES NIVEA DOUBLE EFFECT ROLL O;;PERFUMARIA;4,37;1;6,2;4,99;1,21
MR WK FCIA LTDA ME;15786984000155;7;2013;4005808231065;DES NIVEA DOUBLE EFFECTVIOLET;;PERFUMARIA;7,18;1;10,2;8,95;1,25
MR WK FCIA LTDA ME;15786984000155;7;2013;7896112141655;COLIRIO TEUTO 20ML;TEUTO;SIMILARES;6,97;1;9,27;5,1;4,17
MR WK FCIA LTDA ME;15786984000155;7;2013;7896112154389;SEDILAX C/4 CPR;TEUTO;SIMILARES;2,25;6;17,94;9,87;8,07
MR WK FCIA LTDA ME;15786984000155;7;2013;7896658006760;FLOGORAL COLUTORIO 150 ML;ACHE WARNER;ETICOS;9,91;1;14,14;11,74;2,4
MR WK FCIA LTDA ME;15786984000155;7;2013;7793742003509;BLOQ SOLAR DERMAGLOS FPS 30;ANDROMACO-TEUT;PROT SOLAR DERMAGLOS;25,05;1;33,82;33,82;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7896150001393;DESCOL YAMA GERMEN DE TRIGO 20;;PERFUMARIA;2,6;1;3,65;3,65;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7896150012825;DESCOL YAMA CAMOMILA 50G;;PERFUMARIA;3,75;1;5,27;5,27;0
MR WK FCIA LTDA ME;15786984000155;7;2013;4005808174478;VISAGE Q10 LIGHT NIVEA 49G;;PERFUMARIA;37,99;1;56,99;42,95;14,04
MR WK FCIA LTDA ME;15786984000155;7;2013;7890704851335;LIP CARE NIVEA SUN;;PERFUMARIA;7,83;1;11,5;11,5;0
MR WK FCIA LTDA ME;15786984000155;7;2013;4005808850617;LIP CARE NIVEA ESSENTIAL;;PERFUMARIA;5,94;1;9,74;9,74;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7898064034801;ABS DISCRET C/10;;FRALDAS;8,34;1;12,51;12,51;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7896181914037;NIMESULIDA 100 MG C/12;BIOSINTETICA;GENERICOS;11,71;6;97,14;53,94;43,2
MR WK FCIA LTDA ME;15786984000155;7;2013;7899026420595;CR PENT ELSEVE REPAR TOT 5 250;;PERFUMARIA;5,53;1;7,85;7,85;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7896714215013;PIROXICAM 20MG CX 10 CAP;;GENERICOS;7,38;1;11,07;9,41;1,66
MR WK FCIA LTDA ME;15786984000155;7;2013;7891075403215;SORVETE MAGNUM CLASSICO;;SORVETES;3,83;27;155,25;155,25;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7891075403239;SORV MAGNUM DARK CHOCOLATE BRA;;SORVETES;3,83;19;109,25;109,25;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7896018700888;SH E COND TURMA DA MONICA 2X1;;PERFUMARIA;5,39;1;7,6;7,6;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7896181913214;PARACETAMOL 750 C/ 20 CPR BIO;BIOSINTETICA;GENERICOS;8,49;7;79,03;48,93;30,1
MR WK FCIA LTDA ME;15786984000155;7;2013;7898095345440;NIMESULIDA 100MG C/12CPR;;GENERICOS;12,96;5;89,6;49,28;40,32
MR WK FCIA LTDA ME;15786984000155;7;2013;7896075709169;CORTADOR DE UNHA UNHEX IND;;PERFUMARIA;1,82;1;1,85;1,85;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7896230300071;AGUA BORICADA 100ML;ADV;ETICOS;0,73;3;4,5;3,74;0,76
MR WK FCIA LTDA ME;15786984000155;7;2013;7891317452650;TROK G CR 30G;;ETICOS;12,83;1;17,07;14,17;2,9
MR WK FCIA LTDA ME;15786984000155;7;2013;7898488470315;COMPRESSA DE GAZE AMERICA;;MATERIAIS DE CURATIVOS;0,54;3;3,6;3,6;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7896472504084;AQUABEN REIDR ORAL FRAMBOESA;;SIMILARES;0,61;5;11,25;6,19;5,06
MR WK FCIA LTDA ME;15786984000155;7;2013;7891008013108;CHOC BATOM TABLETE BRANCO;;CONVENIENCIAS;1,82;2;5,5;5,5;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7791293990569;DES REXONA MEN ACTIVE 105G;;PERFUMARIA;7,43;1;10,96;10,96;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7898926572113;NASONEX SPRAY 120 DOSES;;ETICOS;45,86;1;63,4;52,62;10,78
MR WK FCIA LTDA ME;15786984000155;7;2013;7898417965868;LAPIS DE OLHO PRETO  WULT;;WULT;7,8;1;11,7;11,7;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7896181909712;PARACETAMOL GTS 15ML;BIOSINTETICA;GENERICOS;4,77;6;38,04;23,94;14,1
MR WK FCIA LTDA ME;15786984000155;7;2013;7898277710363;MEL/PROP SPRAY APIS FRESH 35ML;;ETICOS;4,6;2;13,8;11,45;2,35
MR WK FCIA LTDA ME;15786984000155;7;2013;7898277710387;MEL/PROP E MENTA APIS FRESH 35;;ETICOS;4,6;1;6,9;5,73;1,17
MR WK FCIA LTDA ME;15786984000155;7;2013;7898277710394;MEL/PROP GENG 35 ML;;ETICOS;4,6;2;13,8;11,45;2,35
MR WK FCIA LTDA ME;15786984000155;7;2013;7891800341997;CURAT CREMER C/10 TRANSPARENTE;CREMER;MATERIAIS DE CURATIVOS;1,03;9;18;18;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7898164152030;MANTEIGA DE CACAU HIPER FARMA;;OUTROS;0,7;17;34;34;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7896104996256;ABS. MILI ALOE VERA C/ABAS SUA;;PERFUMARIA;1;3;4,5;4,5;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7896472503537;LOZEPREL 20 MG C/ 56 CAPS;MULTILAB;SIMILARES;29,92;11;454,96;250,23;204,73
MR WK FCIA LTDA ME;15786984000155;7;2013;7501006712254;HIPOGLOS CR AMENDOAS 40 GR;PROCTER GAMBLE;ETICOS;8,72;2;23,2;19,26;3,94
MR WK FCIA LTDA ME;15786984000155;7;2013;7896714205236;TORSILAX   C/ 10 CPR;NEO QUIMICA;SIMILARES;2,05;4;32,6;17,93;14,67
MR WK FCIA LTDA ME;15786984000155;7;2013;29587;PARACETAMOL 750 MG C/ 4 CPR;BIOSINTETICA;GENERICOS;1,64;4;8,72;4,8;3,92
MR WK FCIA LTDA ME;15786984000155;7;2013;7896007542437;ABS INTIMUS NOTURNO;;PERFUMARIA;2,49;2;7,48;7,48;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7896181911036;DIPIRONA SOD.  100ML BIOSINT G;BIOSINTETICA;GENERICOS;6,42;1;8,54;4,7;3,84
MR WK FCIA LTDA ME;15786984000155;7;2013;7896181911128;LORATADINA 1MG/ML;BIOSINTETICA;GENERICOS;12,82;1;17,06;11,99;5,07
MR WK FCIA LTDA ME;15786984000155;7;2013;7891010506513;OLEO INF J&J HORA DO SONO 200M;;PERFUMARIA;10,44;1;14,94;14,94;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7895800911150;TRIDENT FRESH INTENSE 8,5 GR;;CONVENIENCIAS;1;2;3;3;0
MR WK FCIA LTDA ME;15786984000155;7;2013;4005808305964;DES NIVEA F MEN SILVER PROT 93;;PERFUMARIA;7,18;1;10,2;8,95;1,25
MR WK FCIA LTDA ME;15786984000155;7;2013;7896085863950;CR P/ HIDRAT ORIGEM 1KG PEROLA;;PERFUMARIA;3,4;1;5,5;5,5;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7891150003958;FRUTARE CASEIRO MORANGO 71GR;;SORVETES;2,59;12;42;42;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7891150003941;FRUTARE CASEIRO DE BANANA 71GR;;SORVETES;2,33;10;35;35;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7501006710410;CREM DENT  ORAL B 1.2.390GRS;PROCTER;PERFUMARIA;1,49;2;5,88;3,98;1,9
MR WK FCIA LTDA ME;15786984000155;7;2013;7898074610880;SPIDUFEN 600MGRS SABOR MENTA;ZAMBON;ETICOS;19,25;10;26,6;22,08;4,52
MR WK FCIA LTDA ME;15786984000155;7;2013;7896085863974;CR TRAT ORIGEM 1KG NUTRICAO;;PERFUMARIA;3,4;1;5,5;5,5;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7891035912405;DEPI  VEET CERA FACIAL C/12;;PERFUMARIA;7,35;1;11,03;11,03;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7896206402860;SELOZOK 50MGRS C/30;ASTRA ZENECA;ETICOS;27,9;2;77,14;64,03;13,11
MR WK FCIA LTDA ME;15786984000155;7;2013;7896181901327;CLOR CICLOBENZAPRIDA 10MG C/15;BIOSINTETICA;GENERICOS;8,17;4;43,48;23,91;19,57
MR WK FCIA LTDA ME;15786984000155;7;2013;7891463001771;SERINGA 5ML  C/AGULHA  DESCART;;LIBERADOS;1,06;2;3;3;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7891106004213;ASPIRINA AD 500 MGRS 10X10;BAYER POPULAR;ETICOS;3,86;1;5,14;4,27;0,87
MR WK FCIA LTDA ME;15786984000155;7;2013;7896104997635;LENCO  UMED MILI C/70;;HIGIENE PESSOAL;2,12;2;7;6,5;0,5
MR WK FCIA LTDA ME;15786984000155;7;2013;7891182036061;ESMALTE RISQUE NAT GLOSS RENDA;;PERFUMARIA;2,87;2;6,9;6,9;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7896004710907;ACIDO ACETIL SALICILICO 100MG;EMS;GENERICOS;1,37;1;1,82;1;0,82
MR WK FCIA LTDA ME;15786984000155;7;2013;7791293995779;DES AXE DARK TEMP SECO AER 152;;PERFUMARIA;6,9;1;10,35;6,99;3,36
MR WK FCIA LTDA ME;15786984000155;7;2013;7891150002098;SH SEDA BRILHO GLOSS 350 ML;;PERFUMARIA;5,67;1;5,54;5,54;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7896181914075;NIMESULIDA 50MG/ML SABOR ACERO;BIOSINTETICA;GENERICOS;10,05;2;27,78;15,28;12,5
MR WK FCIA LTDA ME;15786984000155;7;2013;7891172172106;LENCO KLEENEX LEVE 60 PAGUE50;;PERFUMARIA;1,92;5;13,45;13,45;0
MR WK FCIA LTDA ME;15786984000155;7;2013;4005808309436;LOCAO HID NIVEA MILK PES.200ML;;PERFUMARIA;5,09;1;7,1;5,99;1,11
MR WK FCIA LTDA ME;15786984000155;7;2013;4005808335435;LOCAO HID SOFT MILK PS 200ML;;PERFUMARIA;5,09;2;14,2;11,98;2,22
MR WK FCIA LTDA ME;15786984000155;7;2013;4005808307326;DES. NIVEA SILVER PROTECT MEN;;PERFUMARIA;4,37;1;6,2;4,99;1,21
MR WK FCIA LTDA ME;15786984000155;7;2013;7896181914303;FOSF DE PREDNISOLONA 3MG/ML 12;BIOSINTETICA;GENERICOS;13,96;1;19,3;10,62;8,68
MR WK FCIA LTDA ME;15786984000155;7;2013;7891150002470;COND SEDA BRILHO GROSS 350ML;;PERFUMARIA;4,89;1;6,84;6,84;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7896641805653;NEOSALDINA 300MG CX C/54;;ETICOS;2,47;3;9,87;8,19;1,68
MR WK FCIA LTDA ME;15786984000155;7;2013;7891035912207;CERA DEPIL VEET C/12FOLHA PELE;;PERFUMARIA;11,46;1;16,27;16,27;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7896641805943;DRAMIN B6 C/30 CPR;NYCOMED;ETICOS;10,13;1;13,48;11,19;2,29
MR WK FCIA LTDA ME;15786984000155;7;2013;7896181914419;MEBENDAZOL 20MG SUSP 30ML;BIOSINTETICA;GENERICOS;4,55;3;18,15;9,98;8,17
MR WK FCIA LTDA ME;15786984000155;7;2013;7896015518370;SAL FRUTA ENO LIMAO 100GRS;SMITHKLINE/BEECHAM;ETICOS;7,82;2;20,82;17,28;3,54
MR WK FCIA LTDA ME;15786984000155;7;2013;7894900520019;KUAT EKO LATA 350ML;;CONVENIENCIAS;1,08;1;2;2;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7896004722689;ONCILEG A POM BUCAL 10GR;;SIMILARES;6,46;3;26,79;14,73;12,06
MR WK FCIA LTDA ME;15786984000155;7;2013;7891024183021;COLGATE  FIO MENTA  DENTAL;;PERFUMARIA;4;1;6;6;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7896206402877;SELOZOK 100 MG C/ 30 CP;;ETICOS;45,73;2;126,44;101,07;25,37
MR WK FCIA LTDA ME;15786984000155;7;2013;7891010877989;SABONETE JOHNS CHA DOCE;;PERFUMARIA;0,85;7;8,4;6,93;1,47
MR WK FCIA LTDA ME;15786984000155;7;2013;7891010877972;SABONETE JOHNSONS 90G;;PERFUMARIA;0,85;3;3,6;2,97;0,63
MR WK FCIA LTDA ME;15786984000155;7;2013;7898422746155;COND CLEAR ANTI CASPA QUEDA;;PERFUMARIA;7,36;1;10,3;10,3;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7896112122449;DIURIX 50MG C/ 30 CPR;TEUTO;SIMILARES;4,75;1;6,57;3,28;3,28
MR WK FCIA LTDA ME;15786984000155;7;2013;7896242503750;LIXA DE UNHA AMETISTA;;PERFUMARIA;0,19;1;0,25;0,25;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7896007511617;FRA.HUGGIES P;;FRALDAS;2,42;7;24,5;24,5;0
MR WK FCIA LTDA ME;15786984000155;7;2013;7891000071878;CLASSIC JUMBO BRANCO C/ COOKIE;;NESTLE;3,33;8;39,92;39,92;0
MR WK FCIA LTDA ME;15786984000155;7;2013;30394;COPOS DESC 180ML TRANSP;;CONVENIENCIAS;0,08;12;1,2;1,15;0,05
MR WK FCIA LTDA ME;15786984000155;7;2013;7896181915034;CARVEDILOL 6,25 MG C/30;BIOSINTETICA;GENERICOS;18,79;1;25,97;11,99;13,98
MR WK FCIA LTDA ME;15786984000155;7;2013;7791293008868;DES DOVE INVISIBLE DRY AEROSOL;;PERFUMARIA;7,6;1;11,79;10,99;0,8
